Study_midyear,Country,Region,Site_name,Species,Biome,Leaf_habit,Soil_drainage,MAT,MAP
2012.0,USA,Georgia,Fort Benning Military Base,Pinus palustris,Subtropical,Evergreen,Dry,12.8,1180.0
2012.0,USA,Georgia,Fort Benning Military Base,Pinus palustris,Subtropical,Evergreen,Dry,12.8,1180.0
2012.0,USA,Georgia,Fort Benning Military Base,Pinus palustris,Subtropical,Evergreen,Dry,12.8,1180.0
2012.0,USA,Georgia,Fort Benning Military Base,Pinus palustris,Subtropical,Evergreen,Dry,12.8,1180.0
2012.0,Singapore,Northern, Singtel-Kranji Radio Transmission Station,Axonopus compressus,Tropical,Evergreen,Dry,27.4,2358.0
2012.0,Singapore,Northern, Singtel-Kranji Radio Transmission Station,Axonopus compressus,Tropical,Evergreen,Dry,27.4,2358.0
2012.0,Singapore,Northern, Singtel-Kranji Radio Transmission Station,Axonopus compressus,Tropical,Evergreen,Dry,27.4,2358.0
2012.0,Canada,Ontario,Forest region of Central Ontario,"Acer saccharum Marsh, Fagus grandifolia L., Betula alleghaniensis Britt., Tsuga canadensis Britt.",Boreal,Deciduous,Dry,5.0,1050.0
2012.0,Canada,Ontario,Forest region of Central Ontario,"Acer saccharum Marsh, Fagus grandifolia L., Betula alleghaniensis Britt., Tsuga canadensis Britt.",Boreal,Deciduous,Dry,5.0,1050.0
2012.0,Argentina,Santa-Cruz Province,Magellanic Grass Steppe,Jarava chrysophylla,Temperate,Deciduous,Dry,7.1,235.0
2012.0,Canada,Ontario,Forest region of Central Ontario,"Acer saccharum Marsh, Fagus grandifolia L., Betula alleghaniensis Britt., Tsuga canadensis Britt.",Boreal,Deciduous,Dry,5.0,1050.0
2012.0,China,Hunan,Huitong National Research Station,Cunninghamia lanceolata,Subtropical,Evergreen,Dry,16.5,1200.0
2012.0,China,Inner Mongolia,Xilin River Basin,Leymus chinensis (Trin.) Tzvel.,Temperate,Deciduous,Dry,0.9,334.0
2012.0,China,Hunan,Huitong National Research Station,Cunninghamia lanceolata,Subtropical,Evergreen,Dry,16.5,1200.0
2012.0,India,Anantnag,Kashmir Himalayas of district,"Viburnum grandiflorum, Stipa sibirica, Fragaria nubicola",Temperate,Deciduous,Dry,17.0,1289.0
2012.0,India,Anantnag,Kashmir Himalayas of district,"Viburnum grandiflorum, Fragaria nubicola, Clinopodium vulgare",Temperate,Deciduous,Dry,17.0,1289.0
2012.0,India,Anantnag,Kashmir Himalayas of district,"Viburnum grandiflorum, Stipa sibirica, Fragaria nubicola",Temperate,Deciduous,Dry,17.0,1289.0
2012.0,China,Shannxi,Wangdonggou,R. pseudoacacia L,Temperate,Deciduous,Dry,9.4,560.0
2012.0,UK,Pulborough,West Sussex,"Populus x Canadensis Monch, Oudemberg genotype",Mediterranean,Deciduous,Dry,11.0,800.0
2012.0,Italy,Novara,Prato Sesia,"Populus x Canadensis Monch, Oudemberg genotype",Mediterranean,Deciduous,Dry,12.0,1500.0
2012.0,China,Inner Mongolia,Xilin River Basin,Leymus chinensis (Trin.) Tzvel.,Temperate,Deciduous,Dry,0.9,334.0
2012.0,China,Heilongjiang,Khingan,"Picea koraiensis, Abies nephrolepis, Pinus koraiensi",Temperate,Mixed,Dry,-0.5,715.0
2012.0,China,Inner Mongolia,Xilin River Basin,Leymus chinensis (Trin.) Tzvel.,Temperate,Deciduous,Dry,0.9,334.0
2012.0,China,Inner Mongolia,Xilin River Basin,Leymus chinensis (Trin.) Tzvel.,Temperate,Deciduous,Dry,0.9,334.0
2012.0,China,Inner Mongolia,IMGERS,Leymus chinensis (Trin.) Tszvelev,Temperate,Deciduous,Dry,0.4,278.7
2012.0,China,Inner Mongolia,Xilin River Basin,Leymus chinensis (Trin.) Tzvel.,Temperate,Deciduous,Dry,0.9,334.0
2012.0,China,Inner Mongolia,Xilin River Basin,Leymus chinensis (Trin.) Tzvel.,Temperate,Deciduous,Dry,0.9,334.0
2012.0,India,Anantnag,Kashmir Himalayas of district,"Berberis orthobotrys, Stipa sibirica",Temperate,Deciduous,Dry,17.0,1289.0
2012.0,China,Shannxi,Wangdonggou,B. ischaemum (L.) Keng,Temperate,Deciduous,Dry,9.4,560.0
2012.0,USA,Oklahoma,Kessler's Farm Field Laboratory,Bromus japonicus; Ambrosia trifida; Apocynum spp.; Solanum carolinense; Veronia baldwinii; Securigera varia; Tridens flavus; Sorghum halapense,Temperate,Deciduous,Dry,16.3,895.0
2012.0,China,Shannxi,Wangdonggou,Zea mays subsp.,Temperate,Deciduous,Dry,9.4,560.0
2012.0,USA,Oklahoma,Kessler's Farm Field Laboratory,Bromus japonicus; Ambrosia trifida; Apocynum spp.; Solanum carolinense; Veronia baldwinii; Securigera varia; Tridens flavus; Sorghum halapense,Temperate,Deciduous,Dry,16.3,895.0
2012.0,USA,Oklahoma,Kessler's Farm Field Laboratory,Bromus japonicus; Ambrosia trifida; Apocynum spp.; Solanum carolinense; Veronia baldwinii; Securigera varia; Tridens flavus; Sorghum halapense,Temperate,Deciduous,Dry,16.3,895.0
2012.0,China,Shaanxi,Changwu,Robinia pseudoacacia,Temperate,Deciduous,Dry,9.4,580.0
2012.0,China,Jiangsu,Nanjing Agricultural University Experimental Station,Eragrostis pilosa (L.) P. Beauv,Subtropical,Deciduous,Dry,25.0,980.0
2012.0,China,Shaanxi,Changwu,Robinia pseudoacacia,Temperate,Deciduous,Dry,9.4,580.0
2012.0,China,Jiangsu,Nanjing Agricultural University Experimental Station,Eragrostis pilosa (L.) P. Beauv,Subtropical,Deciduous,Dry,25.0,980.0
2012.0,China,Xinjiang,Gurbantunggut Desert,"Tamarix ramosissima, Haloxylon ammodendron",Temperate,Deciduous,Dry,6.6,160.0
2012.0,USA,Oklahoma,Kessler's Farm Field Laboratory,Bromus japonicus; Ambrosia trifida; Apocynum spp.; Solanum carolinense; Veronia baldwinii; Securigera varia; Tridens flavus; Sorghum halapense,Temperate,Deciduous,Dry,16.3,895.0
2012.0,China,Hebei,Quzhoi Experimental Station,Triticum aestivum,Temperate,Deciduous,Dry,13.2,494.0
2012.0,China,Xinjiang,Gurbantunggut Desert,"Tamarix ramosissima, Haloxylon ammodendron",Temperate,Deciduous,Dry,6.6,160.0
2012.0,Guinea,Britain Province,Bebere,Arecaceae,Tropical,Evergreen,Dry,26.0,3000.0
2012.0,China,Xinjiang,Gurbantunggut Desert,"Tamarix ramosissima, Haloxylon ammodendron",Temperate,Deciduous,Dry,6.6,160.0
2012.0,China,Xinjiang,Oasis Farmland at the Aksu Nation Experimental station,Gossypium hirsutum L.,Temperate,Deciduous,Dry,11.2,45.7
2012.0,Russia,Ural Branch,Komi Scientific Center,Pinus,Boreal,Evergreen,Dry,0.1,693.0
2012.0,Argentina,Santa-Cruz Province,Andean Site,Festuca pallenscens,Temperate,Deciduous,Dry,4.9,390.0
2012.0,China,Tibet,Xiaobo lake,Carex moorcroftii falc.ex Boott,Alpine,Deciduous,Wet,2.91,433.0
2012.0,China,Heilongjiang,Jiubawu Farm ,Oryza sativa,Temperate,Deciduous,Wet,2.94,595.32
2012.0,China,Northeastern ,Bawujiu Farm,Oryza sativa,Temperate,Deciduous,Wet,2.94,595.32
2012.0,China,Northeastern ,Bawujiu Farm,Oryza sativa,Temperate,Deciduous,Wet,2.94,595.32
2012.0,China,Heilongjiang,Khingan,"Picea koraiensis, Abies nephrolepis, Pinus koraiensi",Temperate,Mixed,Dry,-0.5,715.0
2012.0,China,Heilongjiang,Khingan,"Picea koraiensis, Abies nephrolepis, Pinus koraiensi",Temperate,Mixed,Dry,-0.5,715.0
2012.0,China,Heilongjiang,Khingan,"Picea koraiensis, Abies nephrolepis, Pinus koraiensi",Temperate,Mixed,Dry,-0.5,715.0
2012.0,China,Northeastern ,Bawujiu Farm,Oryza sativa,Temperate,Deciduous,Wet,2.94,595.32
2012.0,China,Shannxi,Wangdonggou,Malus domestica,Temperate,Deciduous,Dry,9.4,560.0
2012.0,China,Northeastern ,Bawujiu Farm,Oryza sativa,Temperate,Deciduous,Wet,2.94,595.32
2012.0,China,Inner Mongolia,IMGERS,Leymus chinensis (Trin.) Tszvelev,Temperate,Deciduous,Dry,0.4,278.7
2012.0,China,Northeastern ,Bawujiu Farm,Oryza sativa,Temperate,Deciduous,Wet,2.94,595.32
2012.0,China,Tibet,Haibei,"Stipa sareptana var. krylovii, Stipa purpurea",Alpine,Deciduous,Dry,0.8,398.0
2012.0,China,Northeastern ,Bawujiu Farm,Oryza sativa,Temperate,Deciduous,Wet,2.94,595.32
2012.0,China,Northeastern ,Bawujiu Farm,Oryza sativa,Temperate,Deciduous,Wet,2.94,595.32
2012.0,China,Heilongjiang,Jiubawu Farm ,Oryza sativa,Temperate,Deciduous,Wet,2.94,595.32
2012.0,China,Inner Mongolia,IMGERS,Leymus chinensis (Trin.) Tszvelev,Temperate,Deciduous,Dry,0.4,278.7
2012.0,China,Northeastern ,Bawujiu Farm,Oryza sativa,Temperate,Deciduous,Wet,2.94,595.32
2012.0,China,Heilongjiang Province,Glory Village,Zea mays,Temperate,Deciduous,Dry,1.5,500.0
2012.0,Argentina,Santa-Cruz Province,Humid Magellanic Steppe,Festuca gracillima,Temperate,Deciduous,Dry,6.9,265.0
2012.0,China,Heilongjiang,Hailun National Agro-ecological Experimental Station,Zea mays,Temperate,Deciduous,Dry,1.9,556.0
2012.0,China,Hebei,Quzhoi Experimental Station,Triticum aestivum,Temperate,Deciduous,Dry,13.2,494.0
2012.0,China,Hebei,Quzhoi Experimental Station,Triticum aestivum,Temperate,Deciduous,Dry,13.2,494.0
2012.0,China,Hebei,Quzhoi Experimental Station,Triticum aestivum,Temperate,Deciduous,Dry,13.2,494.0
2012.0,China,Shaanxi,Changwu,Triticum aestivum,Temperate,Deciduous,Dry,9.4,560.0
2012.0,China,Shaanxi,Changwu,Triticum aestivum,Temperate,Deciduous,Dry,9.4,560.0
2012.0,China,Mongolia,Grassland Ecosystem Research Station,"Stipa grandis, Leymus chinensis, Artemisia frigida",Boreal,Deciduous,Dry,1.7,300.0
2012.0,China,Mongolia,Grassland Ecosystem Research Station,"Stipa grandis, Leymus chinensis, Artemisia frigida",Boreal,Deciduous,Dry,1.7,300.0
2012.0,China,Mongolia,Grassland Ecosystem Research Station,"Stipa grandis, Leymus chinensis, Artemisia frigida",Boreal,Deciduous,Dry,1.7,300.0
2012.0,China,Ningxia,Yanchi Research Station,Artemisia ordosica,Temperate,Deciduous,Dry,8.1,292.0
2012.0,Brazil,Mato Grosso,Querencia,"Lauraceae, Burseraceae",Tropical,Evergreen,Dry,25.0,1800.0
2012.0,China,Shaanxi,Changwu,Triticum aestivum,Temperate,Deciduous,Dry,9.4,560.0
2012.0,USA,Montana,TCEF,Pinus contorta,Temperate,Evergreen,Dry,0.0,880.0
2012.0,USA,Maine,Bangor,Tsuga canadensis (L.) Carr.,Temperate,Evergreen,Dry,5.4,1050.0
2012.0,China,Anhui,Hefei,Cinnamomum camphor Liriope spicata,Temperate,Evergreen,Wet,15.7,1000.0
2012.0,China,Tibetan Plateau,Haibei,"Stipa aliena, Elymus nutans, Kobresia Humilis",Alpine,Deciduous,Dry,-1.1,486.0
2012.0,China,Tibetan Plateau,Haibei,"Stipa aliena, Elymus nutans, Kobresia Humilis",Alpine,Deciduous,Dry,-1.1,486.0
2012.0,Canada,Ontario,Lawrence (GLSL) forest region,Acer saccharum Marsh,Temperate,Deciduous,Dry,5.0,1074.0
2012.0,Canada,Ontario,Lawrence (GLSL) forest region,Acer saccharum Marsh,Temperate,Deciduous,Dry,5.0,1074.0
2012.0,China,Heilongjiang,Hailun National Agro-ecological Experimental Station,Zea mays,Temperate,Deciduous,Dry,1.9,556.0
2012.0,China,Anhui,Hefei,Cinnamomum camphor Liriope spicata,Temperate,Evergreen,Wet,15.7,1000.0
2012.0,Netherlands,Gelderland,Oldebroek,Calluna vulgaris; Deschamspia flexuosa; Molinia caerulea; Hypnum cupressiforme,Temperate,Deciduous,Dry,10.1,1018.0
2012.0,Brazil,Mato Grosso,Querencia,"Lauraceae, Burseraceae",Tropical,Evergreen,Dry,25.0,1800.0
2012.0,Spain,Central-eastern,Castilla-La Mancha Region,Pinus nigra Arn. ssp. salzmannii,Mediterranean,Evergreen,Dry,11.1,652.0
2012.0,Spain,Central-eastern,Castilla-La Mancha Region,Pinus nigra Arn. ssp. salzmannii,Mediterranean,Evergreen,Dry,11.1,652.0
2012.0,Spain,Central-eastern,Castilla-La Mancha Region,Pinus nigra Arn. ssp. salzmannii,Mediterranean,Evergreen,Dry,11.1,652.0
2012.0,Spain,Central-eastern,Castilla-La Mancha Region,Pinus nigra Arn. ssp. salzmannii,Mediterranean,Evergreen,Dry,11.1,652.0
2012.0,China,Xinjiang Province,Gangou Township,"Stipa capillata, Phlomis umbrosa",Temperate,Deciduous,Dry,4.6,307.8
2012.0,China,Xinjiang Province,Gangou Township,"Stipa capillata, Phlomis umbrosa",Temperate,Deciduous,Dry,4.6,307.8
2012.0,China,Heilongjiang,Liangshui Nature Reserve,"Pinus koraiensis, Betula castata, Tilia amurensis,",Temperate,Deciduous,Dry,-0.3,676.0
2012.0,China,Heilongjiang,Liangshui Nature Reserve,"Betula platyphylla, Larix gmelinii, Picea koraiensis,",Temperate,Deciduous,Dry,-0.3,676.0
2012.0,China,Heilongjiang,Liangshui Nature Reserve,"Larix gmelinii, Fraxinus mandshurica, Acer mono,",Temperate,Deciduous,Dry,-0.3,676.0
2012.0,China,Heilongjiang,Liangshui Nature Reserve,"Pinus koraiensis, Phellodendron amurense, Acer mono,",Temperate,Evergreen,Dry,-0.3,676.0
2012.0,UK,NE Wales,Clocaenog Forest,C. vulgaris (L.),Mediterranean,Deciduous,Wet,8.2,1411.0
2012.0,China,Guangdong,Heshan National Field Research Station of Forest Ecosystem,Schima superba,Subtropical,Evergreen,Dry,21.7,1676.0
2012.0,China,Guangdong,Heshan National Field Research Station of Forest Ecosystem,Acacia mangium,Subtropical,Evergreen,Dry,21.7,1676.0
2012.0,China,Guangdong,Heshan National Field Research Station of Forest Ecosystem,Pinus massoniana,Subtropical,Evergreen,Dry,21.7,1676.0
2012.0,China,Guangdong,Heshan National Field Research Station of Forest Ecosystem,Ilex asprella,Subtropical,Deciduous,Dry,21.7,1676.0
2012.0,China,Hebei,Saihanba Ecological Station,"Larix principis-rupprenchtii, Pinus sylvestris var. mongolica",Boreal,Evergreen,Dry,-1.4,450.0
2012.0,China,Hebei,Saihanba Ecological Station,"Larix principis-rupprenchtii, Pinus sylvestris var. mongolica",Boreal,Evergreen,Dry,-1.4,450.0
2012.0,China,Hebei,Saihanba Ecological Station,"Larix principis-rupprenchtii, Pinus sylvestris var. mongolica",Boreal,Evergreen,Dry,-1.4,450.0
2012.0,China,Yunnan,Kunming,E. globulus,Subtropical,Deciduous,Dry,15.0,1011.0
2012.0,Brazil,Mato Grosso,Querencia,"Lauraceae, Burseraceae",Tropical,Evergreen,Dry,25.0,1800.0
2012.0,Argentina,Santa-Cruz Province,Dry Magellanic Steppe,Festuca gracillima,Temperate,Deciduous,Dry,7.7,240.0
2012.0,China,Tibet,Haibei,"Stipa sareptana var. krylovii, Stipa purpurea",Alpine,Deciduous,Dry,0.8,398.0
2012.0,China,Anhui,Hefei,Cinnamomum camphor Liriope spicata,Temperate,Evergreen,Wet,15.7,1000.0
2012.0,USA,Colorado,Rocky Mountain,Pinus ponderosa,Temperate,Evergreen,Dry,6.9,512.0
2012.0,USA,Colorado,Rocky Mountain,Pinus ponderosa,Temperate,Evergreen,Dry,6.9,512.0
2012.0,USA,Colorado,Rocky Mountain,Pinus ponderosa,Temperate,Evergreen,Dry,6.9,512.0
2012.0,USA,Colorado,Rocky Mountain,Pinus ponderosa,Temperate,Evergreen,Dry,10.0,500.0
2012.0,USA,Colorado,Rocky Mountain,Pinus ponderosa,Temperate,Evergreen,Dry,10.0,500.0
2012.0,USA,Colorado,Rocky Mountain,Pinus ponderosa,Temperate,Evergreen,Dry,10.0,500.0
2012.0,China,Xinjiang,Gurbantunggut Desert,"Tamarix ramosissima, Haloxylon ammodendron",Temperate,Deciduous,Dry,6.6,160.0
2012.0,China,Heilongjiang Province,Glory Village,Zea mays,Temperate,Deciduous,Dry,1.5,500.0
2012.0,China,Heilongjiang Province,Glory Village,Zea mays,Temperate,Deciduous,Dry,1.5,500.0
2012.0,China,Heilongjiang Province,Glory Village,Zea mays,Temperate,Deciduous,Dry,1.5,500.0
2012.0,China,Heilongjiang Province,Glory Village,Zea mays,Temperate,Deciduous,Dry,1.5,500.0
2012.0,China,Baicheng,Da’an Sodic Land Experiment Station,Suaeda glauca,Temperate,Deciduous,Dry,4.0,413.7
2012.0,China,Baicheng,Da’an Sodic Land Experiment Station,Chloris virgata,Temperate,Deciduous,Dry,4.0,413.7
2012.0,China,Baicheng,Da’an Sodic Land Experiment Station,Puccinellia distans,Temperate,Deciduous,Dry,4.0,413.7
2012.0,China,Baicheng,Da’an Sodic Land Experiment Station,Leymus chinensis,Temperate,Deciduous,Dry,4.0,413.7
2012.0,China,Baicheng,Da’an Sodic Land Experiment Station,Phragmites australis,Temperate,Deciduous,Dry,4.0,413.7
2012.0,Argentina,Santa-Cruz Province,Primary Forest,Osmorhiza chilensis,Temperate,Deciduous,Dry,5.1,420.0
2012.0,Argentina,Santa-Cruz Province,N. Antarctica Forest,Candida antarctica,Temperate,Deciduous,Dry,5.1,420.0
2012.0,Argentina,Santa-Cruz Province,Humid Magellanic Steppe,Festuca gracillima,Temperate,Deciduous,Dry,6.9,265.0
2012.0,USA,Colorado,Rocky Mountain,Pinus ponderosa,Temperate,Evergreen,Dry,6.9,512.0
2012.0,China,Anhui,Hefei,Cinnamomum camphor Liriope spicata,Temperate,Evergreen,Wet,15.7,1000.0
2012.0,USA,Colorado,Rocky Mountain,Pinus ponderosa,Temperate,Evergreen,Dry,6.9,512.0
2012.0,USA,Colorado,Rocky Mountain,Pinus ponderosa,Temperate,Evergreen,Dry,6.9,512.0
2012.0,Canada,Ontario,Lawrence (GLSL) forest region,Acer saccharum Marsh,Temperate,Deciduous,Dry,5.0,1074.0
2012.0,Canada,Ontario,Lawrence (GLSL) forest region,Acer saccharum Marsh,Temperate,Deciduous,Dry,5.0,1074.0
2012.0,Canada,Ontario,Lawrence (GLSL) forest region,Acer saccharum Marsh,Temperate,Deciduous,Dry,5.0,1074.0
2012.0,Canada,Ontario,Lawrence (GLSL) forest region,Acer saccharum Marsh,Temperate,Deciduous,Dry,5.0,1074.0
2012.0,China,Taiwan,Nantou County,Phyllostachys pubescens,Subtropical,Evergreen,Dry,18.6,2407.0
2012.0,Germany,Forst,Poplar,Populus,Temperate,Deciduous,Dry,8.3,590.0
2012.0,Germany,Forst,Black locust,Robinia pseudoacacia L.,Temperate,Deciduous,Dry,8.3,590.0
2012.0,China,Gansu,Gansu Agricultural University,Triticum aestivum,Temperate,Deciduous,Dry,7.2,156.0
2012.0,China,Gansu,Gansu Agricultural University,Triticum aestivum,Temperate,Deciduous,Dry,7.2,156.0
2012.0,China,Gansu,Gansu Agricultural University,Triticum aestivum,Temperate,Deciduous,Dry,7.2,156.0
2012.0,China,Gansu,Gansu Agricultural University,Triticum aestivum,Temperate,Deciduous,Dry,7.2,156.0
2012.0,China,Gansu,Gansu Agricultural University,Triticum aestivum,Temperate,Deciduous,Dry,7.2,156.0
2012.0,China,Gansu,Gansu Agricultural University,Triticum aestivum,Temperate,Deciduous,Dry,7.2,156.0
2012.0,China,Gansu,Gansu Agricultural University,Triticum aestivum,Temperate,Deciduous,Dry,7.2,156.0
2012.0,China,Gansu,Gansu Agricultural University,Triticum aestivum,Temperate,Deciduous,Dry,7.2,156.0
2012.0,China,Hebei,Quzhoi Experimental Station,Triticum aestivum,Temperate,Deciduous,Dry,13.2,494.0
2012.0,USA,Colorado,Rocky Mountain,Pinus contorta,Temperate,Evergreen,Dry,2.0,800.0
2012.0,USA,Colorado,Rocky Mountain,Pinus contorta,Temperate,Evergreen,Dry,2.0,800.0
2012.0,USA,Colorado,Rocky Mountain,Pinus ponderosa,Temperate,Evergreen,Dry,6.9,512.0
2012.0,USA,Colorado,Rocky Mountain,Pinus ponderosa,Temperate,Evergreen,Dry,6.9,512.0
2012.0,China,Jiangshu,Kunshan,Oryza sativa,Subtropical,Deciduous,Wet,15.5,1100.0
2012.0,Argentina,Santa-Cruz Province,Dry Magellanic Steppe,Festuca gracillima,Temperate,Deciduous,Dry,7.7,240.0
2012.0,China,Gansu,Wuwei,"Triticum, zea mays",Temperate,Deciduous,Dry,7.2,150.0
2012.0,China,Zhejiang,Linan,Castanea mollissima,Subtropical,Deciduous,Dry,15.8,1424.0
2012.0,Spain,Barcelona,Font de Regàs stream,"Alnus glutinosa L., Robinia pseudoacacia L.",Mediterranean,Evergreen,Dry,12.0,872.0
2012.0,Spain,Barcelona,Font de Regàs stream,"Alnus glutinosa L., Robinia pseudoacacia L.",Mediterranean,Evergreen,Dry,12.0,872.0
2012.0,USA,Kansas,Konza Prairie Biological Station,"Andropogon gerardii, Sorghastrum nutans",Temperate,Deciduous,Dry,13.0,835.0
2012.0,Spain,Barcelona,Font de Regàs stream,Alnus glutinosa L.,Mediterranean,Evergreen,Dry,12.0,872.0
2012.0,China,Shanxi,Yellow River Delta Ecological Research Station,"Phragmites australis, Suaeda salsa, and Imperata cylindrical",Temperate,Deciduous,Wet,12.9,595.0
2012.0,Spain,Barcelona,Font de Regàs stream,P. nigra,Mediterranean,Evergreen,Dry,12.0,872.0
2012.0,Spain,Barcelona,Font de Regàs stream,F. excelsior,Mediterranean,Evergreen,Dry,12.0,872.0
2012.0,South Korea,Seoul,Korea University,Pinus densiflora,Temperate,Deciduous,Dry,12.5,1450.5
2012.0,Bennin,Georgia,Columbus,Pinus taeda L.,Tropical,Evergreen,Dry,21.65,1187.0
2012.0,USA,North Carolina,Coastal Plain,"Pinus, Panicum virgatum L.",Temperate,Deciduous,Dry,17.3,1259.0
2012.0,USA,Arkansas,Lee county,Glycine max,Temperate,Deciduous,Dry,15.9,1337.0
2012.0,USA,North Carolina,Coastal Plain,"Pinus, Panicum virgatum L.",Temperate,Deciduous,Dry,17.3,1259.0
2012.0,USA,North Carolina,Coastal Plain,"Pinus, Panicum virgatum L.",Temperate,Deciduous,Dry,17.3,1259.0
2012.0,China,Zhejiang Province,Tianze Forest Farm,Castanea mollissima,Subtropical,Deciduous,Dry,15.9,1450.0
2012.0,China,Zhejiang,Linan,Castanea mollissima,Subtropical,Deciduous,Dry,15.8,1424.0
2012.0,Spain,Barcelona,Font de Regàs stream,"Alnus glutinosa L., Robinia pseudoacacia L.",Mediterranean,Evergreen,Dry,12.0,872.0
2012.0,China,Shanxi,Taiyuan,Pinus tabulaeformis,Temperate,Evergreen,Dry,8.6,600.0
2012.0,China,Shanxi,Taiyuan,Pinus tabulaeformis,Temperate,Evergreen,Dry,8.6,600.0
2012.0,China,Inner Mongolia,Damaoqixilamuren,Stipa breviflora,Temperate,Deciduous,Dry,2.5,284.0
2012.0,China,Inner Mongolia,Damaoqixilamuren,Stipa breviflora,Temperate,Deciduous,Dry,2.5,284.0
2012.0,China,Inner Mongolia,Damaoqixilamuren,Stipa breviflora,Temperate,Deciduous,Dry,2.5,284.0
2012.0,China,Inner Mongolia,Damaoqixilamuren,Stipa breviflora,Temperate,Deciduous,Dry,2.5,284.0
2012.0,China,Inner Mongolia,Damaoqixilamuren,Stipa breviflora,Temperate,Deciduous,Dry,2.5,284.0
2012.0,China,Inner Mongolia,Damaoqixilamuren,Stipa breviflora,Temperate,Deciduous,Dry,2.5,284.0
2012.0,China,Henan,Jiyuan city,Robinia pseudoacacia,Temperate,Deciduous,Dry,13.4,641.7
2012.0,China,Zhejiang Province,Tianze Forest Farm,Castanea mollissima,Subtropical,Deciduous,Dry,15.9,1450.0
2012.0,China,Jiangsu,Nanjing Agricultural University Experimental Station,Eragrostis pilosa (L.) P. Beauv,Subtropical,Deciduous,Dry,25.0,980.0
2012.0,China,Inner Mongolia,Damaoqixilamuren,Stipa breviflora,Temperate,Deciduous,Dry,2.5,284.0
2012.0,China,Inner Mongolia,Damaoqixilamuren,Stipa breviflora,Temperate,Deciduous,Dry,2.5,284.0
2012.0,China,Guangxi Zhuang Autonomous Region,Chinese Academy of Forestry,Erythrophleum fordii,Subtropical,Deciduous,Dry,21.1,1400.0
2012.0,China,Guangxi Zhuang Autonomous Region,Chinese Academy of Forestry,Castanopsis hystrix,Subtropical,Deciduous,Dry,21.1,1400.0
2012.0,China,Guangxi Zhuang Autonomous Region,Chinese Academy of Forestry,Pinus massoniana,Subtropical,Evergreen,Dry,21.1,1400.0
2012.0,China,Shanxi,Taiyuan,Pinus tabulaeformis,Temperate,Evergreen,Dry,8.6,600.0
2012.0,China,Shanxi,Taiyuan,Pinus tabulaeformis,Temperate,Evergreen,Dry,8.6,600.0
2012.0,South Korea,Seoul,Korea University,Pinus densiflora,Temperate,Deciduous,Dry,12.5,1450.5
2012.0,USA,North Carolina,Coastal Plain,"Pinus, Panicum virgatum L.",Temperate,Deciduous,Dry,17.3,1259.0
2012.0,USA,Kansas,Konza Prairie Biological Station,"Andropogon gerardii, Sorghastrum nutans",Temperate,Deciduous,Dry,13.0,835.0
2012.0,China,Zhejiang Province,Tianze Forest Farm,Castanea mollissima,Subtropical,Deciduous,Dry,15.9,1450.0
2012.0,Greenland,Zackenberg,Rylekære,Carex stans,Tundra,Deciduous,Wet,-9.0,261.0
2012.0,China,Gansu,Wuwei,"Triticum, zea mays",Temperate,Deciduous,Dry,7.2,150.0
2012.0,Greenland,Zackenberg,Rylekære,Carex stans,Tundra,Deciduous,Wet,-9.0,261.0
2012.0,Greenland,Zackenberg,Rylekære,Carex stans,Tundra,Deciduous,Wet,-9.0,261.0
2012.0,Japan,Hokkaido University,Sapporo,Quercus crispula,Temperate,Deciduous,Dry,6.3,1051.0
2012.0,China,Zhejiang Province,Tianze Forest Farm,Castanea mollissima,Subtropical,Deciduous,Dry,15.9,1450.0
2012.0,China,Gansu,Wuwei,"Triticum, zea mays",Temperate,Deciduous,Dry,7.2,150.0
2012.0,Japan,Hokkaido University,Sapporo,Quercus crispula,Temperate,Deciduous,Dry,6.3,1051.0
2012.0,USA,North Carolina,Coastal Plain,"Pinus, Panicum virgatum L.",Temperate,Deciduous,Dry,17.3,1259.0
2012.5,Signapore,North Singapore,Singtel-Kranji Radio Transmission Station,Axonopus compressus,Tropical,Deciduous,Dry,27.4,2358.0
2012.5,China,Shandong,Yucheng Comprehensive Experiment Station of China Academy of Science,Triticum aestivum,Temperate,Deciduous,Dry,13.4,567.0
2012.5,China,Shandong,Yucheng Comprehensive Experiment Station of China Academy of Science,Triticum aestivum,Temperate,Deciduous,Dry,13.4,567.0
2012.5,China,Shandong,Yucheng Comprehensive Experiment Station of China Academy of Science,Triticum aestivum,Temperate,Deciduous,Dry,13.4,567.0
2012.5,China,Shandong,Yucheng Comprehensive Experiment Station of China Academy of Science,Triticum aestivum,Temperate,Deciduous,Dry,13.4,567.0
2012.5,USA,California,Desert Agricuture,Mixed,Mediterranean,Evergreen,Dry,23.9,103.0
2012.5,China,Shanxi,Taiyue Mountain Ecosystem Research Station,Pinus tabulaeformis,Temperate,Deciduous,Dry,9.9,548.0
2012.5,China,Shanxi,Taiyue Mountain Ecosystem Research Station,Pinus tabulaeformis,Temperate,Deciduous,Dry,9.9,548.0
2012.5,USA,California,Desert Lawn,Cynodon dactylon,Mediterranean,Evergreen,Dry,23.9,103.0
2012.5,China,Great Khingan Mountains,National Field Research Station of Daxing'anling Forest Ecosystem,Larix gmelinii,Boreal,Evergreen,Dry,-5.4,500.0
2012.5,China,Shanxi,Taiyue Mountain Ecosystem Research Station,Pinus tabulaeformis,Temperate,Deciduous,Dry,9.9,548.0
